Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
flu_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[flu_v2]='1',,,
other_dx_v2,followup_survey,,radio,"Otros problemas en el pecho<font color=""blue"">Other_dx</font"">","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
other_dx_date_v2,followup_survey,,text,Other_dx-Date of Diagnosis,,,,[other_dx_v2]='1',,,
other_dx_recent_v2,followup_survey,,text,Other_dx-Most recent,,,,[other_dx_v2]='1',,,
other_dx_notes_v2,followup_survey,,notes,Other_dx-Notes,,,,[other_dx_v2]='1',,,
other_dx_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[other_dx_v2]='1',,,
better_away_v2,followup_survey,,radio,"Si usted contest? ""s?"" arriba a creer que la condici?n estaba relacionada con el trabajo, ?Se mejora cuando est?s lejos del trabajo?<font color=""red"">If you answered yes to any of the conditions above being work related, does it get better when you are away from work? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
better_away_notes_v2,followup_survey,,notes,"If the symptoms get better away from work, please describe here:",,,,[better_away_v2] = '1',,,
bowel_v2,followup_survey,,radio,"?Cuantas veces tienes que ir al bano (defecacion) en un dia? / <font color=""red"">How many times do you have a bowel movement in an average day?</font>","0, Menos de una / <font color=""red"">Less than One</font> | 1, Una / <font color=""red"">One</font> | 2, Dos / <font color=""red"">Two</font> | 3, Tres / <font color=""red"">Three</font> | 4, Cuatro / <font color=""red"">Four</font> | 5, Cinco o mas / <font color=""red"">Five or more</font>",,,,,,
bowel_quality_v2,followup_survey,,radio,"Describe la calidad de tus deposiciones / <font color=""red"">Describe the quality of your bowel movements</font>","1, Yo tengo estre?imiento (Tengo dificultades para pasar las heces) / <font color=""red"">I tend to be constipated (have difficulty passing stool) - Type 1 and 2 </font> | 2, Yo tengo diarrea (heces aguado) / <font color=""red"">I tend to have diarrhea (watery stool) - Type 5,6,7</font> | 3, Yo tengo heces formadas normales / <font color=""red"">I tend to have normal formed stool - Type 3 and 4 </font>",,,,,,
resp_symp_work_v2,followup_survey,,checkbox,"?Experimenta s?ntomas respiratorios (por ejemplo, tos seca, sibilancias en el pecho, tos con flema, dificultad para respirar) m?s en el trabajo que cuando no est? en el trabajo? / <font color=""red"">Do you experience respiratory symptoms (eg, dry cough, wheezing, coughing with phlegm, shortness of breath) more at work than when not at work? </font>","0, Ninguna / <font color=""red"">None</font> | 1, Tos seca  / <font color=""red"">Dry cough</font> | 2, Sibilancias en el pech / <font color=""red"">Wheezing in chest</font> | 3, Tos con flema / <font color=""red"">Cough with phlegm</font> | 4, Dificultades para respirar  / <font color=""red"">Shortness of breath</font> | 5, El pecho aprietado / <font color=""red"">Tightening of Chest</font>",,,,,,
cough_v2,followup_survey,,radio,"?Normalmente tiene tos? (Cuente una tos con el primer humo o al salir por primera vez afuera. Excluir la claridad de la garganta o una sola tos.)<font color=""red"">Do you usually have a cough? (Count a cough with first smoke or on first going out of doors. Exclude clearing throat or a single cough.) </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
cough_frequent_v2,followup_survey,,radio,"?T? toses generalmente como 4 a 6 veces al d?a, 4 o m?s d?as de la semana?<font color=""red"">Do you usually cough as much as 4 to 6 times a day, 4 or more days out of the week? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_v2] = '1',,,
cough_morning_v2,followup_survey,,radio,"?T? toses generalmente cuando te levantas, o premier mente en la manana?/<font color=""red"">Do you usually cough at all on getting up, or first thing in the morning? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_v2] = '1',,,
cough_all_day_v2,followup_survey,,radio,"?T? toses en general durante el resto del d?a o de la noche?/<font color=""red"">Do you usually cough at all during the rest of the day or night? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_v2] = '1',,,
cough_3days_v2,followup_survey,,radio,"?Usted tose como esto en la mayor?a de los d?as por 3 consecutivos?<font color=""red""> Do you cough like this on most days for 3 consecutive? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_v2] = '1',,,
cough_phlegm_chest_v2,followup_survey,,radio,"?Por lo general saca flema de su pecho, no de la parte posterior de su nariz? (Excluya la flema de la nariz)/<font color=""red"">Do you usually bring up phlegm from your chest, not from the back of your nose? (Count phlegm with the first smoke or on first going out-of-doors. Exclude phlegm from the nose. Count swallowed phlegm.) </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
cough_twice_day_v2,followup_survey,,radio,"?Por lo general trae flema as? como dos veces al d?a, 4 o m?s d?as de la semana?/<font color=""red"">Do you usually bring up phlegm like this as much as twice a day, 4 or more days out of the week? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_phlegm_chest_v2] = '1',,,
cough_phlegm_morning_v2,followup_survey,,radio,"?Por lo general usted levanta flegma al levantarse, o lo primero en la ma?ana?/<font color=""red"">Do you usually bring up phlegm at all on getting up, or first thing in the morning? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_phlegm_chest_v2] = '1',,,
cough_phlegm_day_v2,followup_survey,,radio,"?Por lo general usted trae flegma durante todo el resto del d?a o por la noche?/<font color=""red"">Do you usually bring up phlegm at all during the rest of the day or at night? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_phlegm_chest_v2] = '1',,,
cough_phlegm_3months_v2,followup_survey,,radio,"?Usted trae flegma como esto en la mayor?a de los d?as por 3 meses consecutivos o m?s durante el a?o?/<font color=""red"">Do you bring up phlegm like this on most days for 3 consecutive months or more during the year? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[cough_phlegm_chest_v2] = '1',,,
shortness_breath_v2,followup_survey,,radio,"?Est? usted preocupado por la falta de aliento cuando se apresura a caminar por un peque?o cerro?  /<font color=""red"">Are you troubled by shortness of breath when hurrying on the level or walking up a slight hill? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
walk_slower_v2,followup_survey,,radio,"?Tiene que caminar m?s lento que las personas de su edad debido a la falta de aire?     /<font color=""red"">Do you have to walk slower than people of your age on the level because of breathlessness </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
stop_for_breath_v2,followup_survey,,radio,"?Alguna vez tiene que parar para respirar despu?s de caminar unos 100 metros (o despu?s de unos minutos) en el nivel?  /<font color=""red"">Do you ever have to stop for breath after walking about 100 yds(or after a few minutes) on the level? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
shortness_breath_yrs_v2,followup_survey,,text,"?Por cu?ntos a?os ha tenido esta falta de aire?
 # de anos_____/<font color=""red"">For how many years have you had this shortness of breath?  </font>",,,,,,,
breathless_dressing_v2,followup_survey,,radio,"?Est? usted demasiado sin aliento para salir de la casa o sin aliento en vestirse o desvestirse?   /<font color=""red"">Are you too breathless to leave the house or breathless on dressing or undressing? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
chest_tight_v2,followup_survey,,radio,"?Su pecho se siente apretado o su respiraci?n se vuelve dif?cil?/<font color=""red"">Does your chest ever feel tight or your breathing become difficult? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
med1_v2,followup_survey,"En los ?ltimos 6 meses, ?qu? medicamentos - incluidos los m?todos tradicionales (remedios) - han tomado y para qu? s?ntomas?/<font color=""red"">In the past 6 months, what medications - including traditional methods (remedies) - have you taken and for what symptoms? </font>",text,med1,,,,,,,
med1_reason_v2,followup_survey,,text,med1_reason,,,,,,,
med2_v2,followup_survey,,text,med2,,,,,,,
med2_reason_v2,followup_survey,,text,med2_reason,,,,,,,
med3_v2,followup_survey,,text,med3,,,,,,,
med3_reason_v2,followup_survey,,text,med3_reason,,,,,,,
med4_v2,followup_survey,,text,med4,,,,,,,
med4_reason_v2,followup_survey,,text,med4_reason,,,,,,,
med5_v2,followup_survey,,text,med5,,,,,,,
med5_reason_v2,followup_survey,,text,med5_reason,,,,,,,
med6_v2,followup_survey,,text,med6,,,,,,,
med6reason_v2,followup_survey,,text,med6reason,,,,,,,
vit1_v2,followup_survey," En los ?ltimos 6 meses, ?qu? medicamentos - incluidos los m?todos tradicionales (remedios) - han tomado y para qu? s?ntomas?/<font color=""red"">?         In the past 6 months, have you taken any vitamins or probiotics for your health? </font>",text,vit1,,,,,,,
vit1_reason_v2,followup_survey,,text,vit1_reason,,,,,,,
vit2_v2,followup_survey,,text,vit2,,,,,,,
vit2_reason_v2,followup_survey,,text,vit2_reason,,,,,,,
vit3_v2,followup_survey,,text,vit3,,,,,,,
vit3_reason_v2,followup_survey,,text,vit3_reason,,,,,,,
gender_other_v2,followup_survey,Demographics,text,Gender - other,,,,,,AS,
race_other_v2,followup_survey,,radio,"?Usted vive en el mismo lugar que dijo hace [3,6,12 meses] cuando hablamos?<font color=""red"">Do you live in the same place you did when we spoke [3,6,12] months ago?</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
home_type_v2,followup_survey,,radio,"?Si no, en este momento vives?/<font color=""red"">If no, do you currently live in  </font>","1, Un hogar permanente / <font color=""red"">A House</font> | 2, Apartamento / <font color=""red"">An Apartment/Condo</font> | 3, Dormitorio / <font color=""red"">Dorm</font> | 97, Otro...especifique / <font color=""red"">Other</font>",,,,,,
home_type_other_v2,followup_survey,,text,If other home please specify,,,,[home_type_v2] = '97',,,
home_own_v2,followup_survey,,radio,"?Si casa o apartamento,  usted o su familia son due?os de su hogar?/<font color=""red"">If home or apartment, do you or your family currently own your home?  </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[home_type_v2] = '1' and [home_type_v2] = '2',,,
home_years_lived,followup_survey,,text,"?Cu?nto tiempo ha vivido usted o alguien en la casa en esta residencia? _________ a?os. <font color=""red"">How long have you or anyone in the household lived at this residence? _________ years.</font>",,,,,,,
household_size_v2,followup_survey,,text,"?Cu?ntas personas viven en su hogar m?s de 6 meses del a?o, excluy?ndose usted?/<font color=""red"">How many other people live in your household more than 6 months of the year excluding yourself? </font>",,,,,,,
under5_v2,followup_survey,,radio,"?Vive con ni?os menores de 5 a?os?/<font color=""red"">Do you live with children under 5 years old? </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
under5_num_v2,followup_survey,,text,"If so, how many?",,,,,,,
over65_v2,followup_survey,,radio,"?Vive usted con adultos mayores de 65 a?os?
/<font color=""red"">Do you live with adults aged 65 or older?  </font>","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,,,,
over65_num_v2,followup_survey,,text,"If so, how many over 65?",,,,,,,
zip_code_v2,followup_survey,,text,"?En qu? c?digo postal vive usted?/<font color=""red"">What postal code do you live in? </font>",,,,,,,
hh_income_v2,followup_survey,,radio," ?Cu?l es el ingreso anual de su hogar? (USD)/<font color=""red"">Which of the following categories best describes your average YEARLY household income last year? </font>","1, Under $20,000 | 2, $21,000  -  $40,000 | 3, $41,000  -  $75,000 | 4, $76,000  -  $100,000 | 5, More than $100,000 | 99, Unsure | 77, Refused",,,,,AS,
